crane_id,timestamp,temperature,vibration,load,motor_current,runtime_hours,ambient_temperature,health_label,RUL,temp_rolling_avg,vib_rolling_avg
CRN-001,2026-03-18 06:16:42.284452,57.29,0.378,25.56,42.74,24.0,20.6,Normal,869,57.891999999999996,0.35819999999999996
CRN-001,2026-03-18 07:16:42.284452,58.46,0.385,19.03,35.47,25.2,21.28,Normal,835,57.944,0.3657
CRN-001,2026-03-18 08:16:42.284452,59.12,0.376,14.35,33.66,26.4,22.51,Normal,861,58.10600000000001,0.3607
CRN-001,2026-03-18 09:16:42.284452,58.01,0.424,32.85,47.25,27.6,23.77,Normal,811,58.113,0.3597
CRN-001,2026-03-18 10:16:42.284452,57.7,0.456,29.01,44.08,28.8,25.16,Normal,876,58.016999999999996,0.3798
CRN-001,2026-03-18 11:16:42.284452,58.29,0.361,15.6,35.21,30.0,26.12,Normal,793,58.02,0.3728
CRN-001,2026-03-18 12:16:42.284452,58.14,0.309,29.36,45.1,31.2,27.52,Normal,789,58.088,0.3692
CRN-001,2026-03-18 13:16:42.284452,58.05,0.417,14.13,33.23,32.4,28.64,Normal,867,58.06999999999999,0.371
CRN-001,2026-03-18 14:16:42.284452,58.4,0.427,34.52,48.52,33.6,29.17,Normal,811,58.09899999999999,0.37859999999999994
CRN-001,2026-03-18 15:16:42.284452,59.92,0.37,36.92,51.18,34.8,30.1,Normal,879,58.338,0.3903
CRN-001,2026-03-18 16:16:42.284452,59.04,0.325,31.78,45.73,36.0,30.05,Normal,817,58.513,0.385
CRN-001,2026-03-18 17:16:42.284452,59.25,0.398,10.28,31.06,37.2,29.95,Normal,789,58.592,0.3863
CRN-001,2026-03-18 18:16:42.284452,58.23,0.48,29.56,46.52,38.4,29.39,Normal,807,58.503,0.3967
CRN-001,2026-03-18 19:16:42.284452,58.04,0.349,32.39,46.53,39.6,28.68,Normal,789,58.50599999999999,0.3892
CRN-001,2026-03-18 20:16:42.284452,58.63,0.428,12.81,34.29,40.8,27.69,Normal,824,58.599000000000004,0.38639999999999997
CRN-001,2026-03-18 21:16:42.284452,57.87,0.431,28.93,45.06,42.0,26.02,Normal,810,58.556999999999995,0.39339999999999997
CRN-001,2026-03-18 22:16:42.284452,58.88,0.374,15.86,37.28,43.2,25.0,Normal,832,58.63099999999999,0.39990000000000003
CRN-001,2026-03-18 23:16:42.284452,58.5,0.389,15.31,34.06,44.4,23.51,Normal,854,58.676,0.39709999999999995
CRN-001,2026-03-19 00:16:42.284452,58.26,0.411,38.91,53.11,45.6,22.46,Normal,818,58.662,0.39549999999999996
CRN-001,2026-03-19 01:16:42.284452,58.19,0.44,19.51,37.46,46.8,21.37,Normal,791,58.489,0.4025
CRN-001,2026-03-19 02:16:42.284452,57.11,0.396,27.1,44.05,48.0,20.71,Normal,817,58.29600000000001,0.4096
CRN-001,2026-03-19 03:16:42.284452,57.29,0.441,32.22,48.03,49.2,20.22,Normal,814,58.1,0.41389999999999993
CRN-001,2026-03-19 04:16:42.284452,58.22,0.319,34.28,48.08,50.4,20.22,Normal,794,58.099000000000004,0.3978
CRN-001,2026-03-19 05:16:42.284452,57.83,0.389,25.05,42.85,51.6,20.23,Normal,852,58.077999999999996,0.4018
CRN-001,2026-03-19 06:16:42.284452,58.32,0.436,36.7,52.19,52.8,20.78,Normal,800,58.047000000000004,0.40259999999999996
CRN-001,2026-03-19 07:16:42.284452,57.05,0.397,11.08,29.99,54.0,21.23,Normal,854,57.964999999999996,0.3992
CRN-001,2026-03-19 08:16:42.284452,57.04,0.423,10.92,29.23,55.2,22.96,Normal,851,57.781000000000006,0.4041
CRN-001,2026-03-19 09:16:42.284452,57.87,0.467,16.47,35.64,56.4,23.53,Normal,845,57.718,0.4119
CRN-001,2026-03-19 10:16:42.284452,58.28,0.391,26.22,42.28,57.6,24.85,Normal,771,57.720000000000006,0.40990000000000004
CRN-001,2026-03-19 11:16:42.284452,58.76,0.39,19.69,38.14,58.8,26.57,Normal,838,57.777,0.40490000000000004
CRN-001,2026-03-19 12:16:42.284452,58.86,0.349,10.76,30.24,60.0,27.37,Normal,841,57.952,0.4002
CRN-001,2026-03-19 13:16:42.284452,59.36,0.372,17.51,35.55,61.2,28.38,Normal,780,58.159000000000006,0.3933
CRN-001,2026-03-19 14:16:42.284452,58.87,0.326,38.65,53.47,62.4,29.68,Normal,826,58.224000000000004,0.394
CRN-001,2026-03-19 15:16:42.284452,59.52,0.323,17.43,37.4,63.6,29.91,Normal,850,58.39300000000001,0.38739999999999997
CRN-001,2026-03-19 16:16:42.284452,58.38,0.412,24.23,42.21,64.8,30.25,Normal,787,58.399,0.385
CRN-001,2026-03-19 17:16:42.284452,58.23,0.325,23.02,39.93,66.0,29.83,Normal,775,58.51700000000001,0.3778
CRN-001,2026-03-19 18:16:42.284452,57.96,0.368,21.24,38.96,67.2,29.66,Normal,813,58.608999999999995,0.37229999999999996
CRN-001,2026-03-19 19:16:42.284452,59.74,0.41,14.89,34.87,68.4,28.55,Normal,801,58.79599999999999,0.3666
CRN-001,2026-03-19 20:16:42.284452,58.17,0.394,38.21,52.15,69.6,27.54,Normal,786,58.785000000000004,0.3669
CRN-001,2026-03-19 21:16:42.284452,58.95,0.36,26.37,45.0,70.8,25.91,Normal,832,58.803999999999995,0.3639
CRN-001,2026-03-19 22:16:42.284452,58.52,0.405,12.14,31.11,72.0,24.97,Normal,838,58.769999999999996,0.36950000000000005
CRN-001,2026-03-19 23:16:42.284452,57.89,0.36,30.9,46.16,73.2,23.88,Normal,820,58.623000000000005,0.3683
CRN-001,2026-03-20 00:16:42.284452,58.16,0.432,18.46,37.56,74.4,22.68,Normal,776,58.552,0.3789
CRN-001,2026-03-20 01:16:42.284452,57.54,0.302,33.29,46.92,75.6,21.57,Normal,834,58.354,0.3768
CRN-001,2026-03-20 02:16:42.284452,57.72,0.38,32.53,49.02,76.8,20.78,Normal,787,58.288,0.3736
CRN-001,2026-03-20 03:16:42.284452,57.88,0.392,34.79,50.73,78.0,20.09,Normal,843,58.253,0.38029999999999997
CRN-001,2026-03-20 04:16:42.284452,57.61,0.408,38.52,52.72,79.2,20.14,Normal,843,58.218,0.3843
CRN-001,2026-03-20 05:16:42.284452,58.34,0.302,19.86,36.95,80.4,20.55,Normal,750,58.07800000000001,0.3735
CRN-001,2026-03-20 06:16:42.284452,58.24,0.423,12.74,32.93,81.6,20.9,Normal,771,58.084999999999994,0.37639999999999996
CRN-001,2026-03-20 07:16:42.284452,57.89,0.288,36.63,52.51,82.8,21.32,Normal,745,57.979000000000006,0.36920000000000003
CRN-001,2026-03-20 08:16:42.284452,57.84,0.413,28.55,44.34,84.0,22.33,Normal,780,57.911,0.37
CRN-001,2026-03-20 09:16:42.284452,58.23,0.421,12.44,32.93,85.2,23.62,Normal,790,57.94499999999999,0.3761
CRN-001,2026-03-20 10:16:42.284452,57.54,0.357,33.31,48.22,86.4,24.71,Normal,772,57.882999999999996,0.3686
CRN-001,2026-03-20 11:16:42.284452,59.15,0.378,24.06,41.13,87.6,25.89,Normal,745,58.044000000000004,0.3762
CRN-001,2026-03-20 12:16:42.284452,58.13,0.419,38.87,54.72,88.8,27.56,Normal,763,58.085,0.3801
CRN-001,2026-03-20 13:16:42.284452,58.19,0.376,38.9,53.46,90.0,28.25,Normal,807,58.116,0.3785
CRN-001,2026-03-20 14:16:42.284452,58.74,0.399,39.08,52.48,91.2,29.37,Normal,825,58.229,0.3776
CRN-001,2026-03-20 15:16:42.284452,59.03,0.373,28.83,46.78,92.4,30.28,Normal,773,58.29799999999999,0.3847
CRN-001,2026-03-20 16:16:42.284452,58.91,0.504,18.32,36.37,93.6,30.17,Normal,759,58.36500000000001,0.3928
CRN-001,2026-03-20 17:16:42.284452,58.11,0.446,12.33,30.29,94.8,29.8,Normal,814,58.387,0.40859999999999996
CRN-001,2026-03-20 18:16:42.284452,59.69,0.442,30.54,46.07,96.0,29.4,Normal,793,58.572,0.41150000000000003
CRN-001,2026-03-20 19:16:42.284452,59.42,0.43,35.98,50.8,97.2,28.68,Normal,779,58.690999999999995,0.41240000000000004
CRN-001,2026-03-20 20:16:42.284452,58.36,0.31,39.1,54.18,98.4,27.74,Normal,810,58.77299999999999,0.4077
CRN-001,2026-03-20 21:16:42.284452,58.6,0.273,18.2,35.03,99.6,26.35,Normal,785,58.717999999999996,0.3972
CRN-001,2026-03-20 22:16:42.284452,58.35,0.373,23.52,41.3,100.8,25.0,Normal,744,58.739999999999995,0.39259999999999995
CRN-001,2026-03-20 23:16:42.284452,58.45,0.449,20.74,40.38,102.0,23.43,Normal,758,58.766000000000005,0.39990000000000003
CRN-001,2026-03-21 00:16:42.284452,57.72,0.474,25.6,42.97,103.2,22.57,Normal,741,58.664,0.4074
CRN-001,2026-03-21 01:16:42.284452,58.57,0.448,22.1,40.09,104.4,21.5,Normal,754,58.61800000000001,0.4149
CRN-001,2026-03-21 02:16:42.284452,58.61,0.349,14.09,33.7,105.6,20.8,Normal,817,58.588,0.39940000000000003
CRN-001,2026-03-21 03:16:42.284452,58.56,0.441,20.45,38.43,106.8,19.82,Normal,792,58.632999999999996,0.3989
CRN-001,2026-03-21 04:16:42.284452,57.93,0.479,35.87,49.71,108.0,20.3,Normal,788,58.45700000000001,0.40259999999999996
CRN-001,2026-03-21 05:16:42.284452,58.28,0.384,39.4,51.77,109.2,20.17,Normal,752,58.343,0.398
CRN-001,2026-03-21 06:16:42.284452,57.85,0.333,12.28,32.15,110.4,20.26,Normal,813,58.29200000000001,0.4003
CRN-001,2026-03-21 07:16:42.284452,58.25,0.436,24.22,41.26,111.6,21.24,Normal,791,58.257000000000005,0.41659999999999997
CRN-001,2026-03-21 08:16:42.284452,58.37,0.372,15.31,33.32,112.8,22.3,Normal,770,58.259,0.4165
CRN-001,2026-03-21 09:16:42.284452,58.13,0.402,30.71,44.29,114.0,23.42,Normal,789,58.227,0.41179999999999994
CRN-001,2026-03-21 10:16:42.284452,58.49,0.393,34.19,49.09,115.2,24.86,Normal,765,58.30400000000001,0.4037
CRN-001,2026-03-21 11:16:42.284452,58.8,0.372,24.54,40.26,116.4,26.15,Normal,759,58.327,0.3961
CRN-001,2026-03-21 12:16:42.284452,59.31,0.482,11.1,31.04,117.6,27.2,Normal,740,58.397000000000006,0.40940000000000004
CRN-001,2026-03-21 13:16:42.284452,58.29,0.401,25.96,43.75,118.8,28.71,Normal,728,58.370000000000005,0.40540000000000004
CRN-001,2026-03-21 14:16:42.284452,58.37,0.32,18.08,36.26,120.0,29.3,Normal,775,58.414,0.3895
CRN-001,2026-03-21 15:16:42.284452,58.88,0.347,19.82,36.94,121.2,29.79,Normal,772,58.474000000000004,0.38580000000000003
CRN-001,2026-03-21 16:16:42.284452,59.4,0.4,12.61,33.57,122.4,30.34,Normal,719,58.629,0.39249999999999996
CRN-001,2026-03-21 17:16:42.284452,59.47,0.379,13.83,34.54,123.6,30.3,Normal,803,58.751,0.3868
CRN-001,2026-03-21 18:16:42.284452,58.17,0.448,20.68,40.69,124.8,29.16,Normal,712,58.730999999999995,0.3944
CRN-001,2026-03-21 19:16:42.284452,58.87,0.384,14.59,33.35,126.0,28.54,Normal,719,58.80499999999999,0.3926
CRN-001,2026-03-21 20:16:42.284452,58.45,0.372,15.2,33.16,127.2,27.37,Normal,723,58.801,0.3905
CRN-001,2026-03-21 21:16:42.284452,58.88,0.422,35.97,50.8,128.4,25.79,Normal,783,58.809000000000005,0.3955
CRN-001,2026-03-21 22:16:42.284452,58.83,0.428,37.88,51.47,129.6,24.88,Normal,722,58.76099999999999,0.3901
CRN-001,2026-03-21 23:16:42.284452,59.2,0.45,15.61,33.98,130.8,24.11,Normal,788,58.852,0.39499999999999996
CRN-001,2026-03-22 00:16:42.284452,57.31,0.322,13.45,32.41,132.0,22.35,Normal,754,58.746,0.3952
CRN-001,2026-03-22 01:16:42.284452,58.5,0.347,24.43,41.55,133.2,21.16,Normal,775,58.708000000000006,0.3952
CRN-001,2026-03-22 02:16:42.284452,58.07,0.361,11.9,30.94,134.4,20.54,Normal,706,58.575,0.39130000000000004
CRN-001,2026-03-22 03:16:42.284452,58.39,0.46,27.87,45.37,135.6,20.05,Normal,746,58.467,0.39940000000000003
CRN-001,2026-03-22 04:16:42.284452,57.56,0.434,34.92,49.9,136.8,19.51,Normal,744,58.406000000000006,0.398
CRN-001,2026-03-22 05:16:42.284452,58.08,0.429,35.25,51.93,138.0,20.2,Normal,771,58.327,0.40249999999999997
CRN-001,2026-03-22 06:16:42.284452,57.89,0.381,14.93,33.41,139.2,20.74,Normal,753,58.271,0.4034
CRN-001,2026-03-22 07:16:42.284452,58.7,0.295,36.32,50.89,140.4,21.57,Normal,760,58.253,0.3907
CRN-001,2026-03-22 08:16:42.284452,58.11,0.304,23.88,39.62,141.6,22.74,Normal,724,58.181000000000004,0.37829999999999997
CRN-001,2026-03-22 09:16:42.284452,58.01,0.327,36.99,51.24,142.8,23.92,Normal,761,58.062,0.366
CRN-001,2026-03-22 10:16:42.284452,57.46,0.419,13.51,33.67,144.0,25.17,Normal,691,58.077,0.37570000000000003
CRN-001,2026-03-22 11:16:42.284452,58.97,0.363,33.82,48.47,145.2,26.33,Normal,776,58.124,0.3773
CRN-001,2026-03-22 12:16:42.284452,59.96,0.417,14.55,33.97,146.4,27.63,Normal,780,58.313,0.38289999999999996
CRN-001,2026-03-22 13:16:42.284452,58.5,0.483,36.3,51.86,147.6,28.32,Normal,701,58.324,0.3852
CRN-001,2026-03-22 14:16:42.284452,58.78,0.395,33.92,48.13,148.8,29.54,Normal,773,58.44599999999999,0.38130000000000003
CRN-001,2026-03-22 15:16:42.284452,58.78,0.457,29.23,46.65,150.0,29.74,Normal,753,58.516000000000005,0.3841
CRN-001,2026-03-22 16:16:42.284452,60.04,0.37,15.45,32.97,151.2,30.08,Normal,780,58.730999999999995,0.383
CRN-001,2026-03-22 17:16:42.284452,59.51,0.365,38.42,50.23,152.4,29.86,Normal,717,58.812,0.39
CRN-001,2026-03-22 18:16:42.284452,58.49,0.532,10.54,31.22,153.6,29.39,Normal,780,58.85,0.4128
CRN-001,2026-03-22 19:16:42.284452,59.3,0.421,14.58,34.21,154.8,28.89,Normal,763,58.979,0.42219999999999996
CRN-001,2026-03-22 20:16:42.284452,59.59,0.49,38.03,52.36,156.0,27.88,Normal,723,59.19199999999999,0.4293
CRN-001,2026-03-22 21:16:42.284452,59.15,0.538,21.97,40.79,157.2,26.28,Normal,693,59.21,0.4468
CRN-001,2026-03-22 22:16:42.284452,58.42,0.361,26.12,41.05,158.4,24.97,Normal,715,59.056000000000004,0.4412
CRN-001,2026-03-22 23:16:42.284452,58.83,0.475,23.57,40.41,159.6,23.66,Normal,732,59.089,0.4404
CRN-001,2026-03-23 00:16:42.284452,57.65,0.4,24.95,41.69,160.8,22.45,Normal,696,58.976,0.44090000000000007
CRN-001,2026-03-23 01:16:42.284452,58.25,0.467,28.97,43.66,162.0,21.63,Normal,733,58.923,0.44190000000000007
CRN-001,2026-03-23 02:16:42.284452,57.68,0.542,12.01,32.38,163.2,20.62,Normal,674,58.687,0.4591
CRN-001,2026-03-23 03:16:42.284452,58.52,0.408,15.72,34.77,164.4,20.01,Normal,765,58.588,0.46340000000000003
CRN-001,2026-03-23 04:16:42.284452,57.92,0.378,33.27,48.61,165.6,19.99,Normal,764,58.53099999999999,0.44799999999999995
CRN-001,2026-03-23 05:16:42.284452,56.91,0.31,26.79,41.74,166.8,20.45,Normal,704,58.29200000000001,0.43690000000000007
CRN-001,2026-03-23 06:16:42.284452,58.08,0.344,29.32,44.4,168.0,20.6,Normal,734,58.141,0.42230000000000006
CRN-001,2026-03-23 07:16:42.284452,58.32,0.439,29.77,45.24,169.2,21.39,Normal,766,58.05800000000001,0.4124
CRN-001,2026-03-23 08:16:42.284452,57.92,0.389,29.58,46.1,170.4,22.64,Normal,690,58.007999999999996,0.4152
CRN-001,2026-03-23 09:16:42.284452,58.48,0.457,35.67,49.88,171.6,23.64,Normal,731,57.973,0.41340000000000005
CRN-001,2026-03-23 10:16:42.284452,59.31,0.362,18.79,37.46,172.8,24.93,Normal,679,58.138999999999996,0.4096
CRN-001,2026-03-23 11:16:42.284452,59.73,0.355,21.39,38.07,174.0,25.96,Normal,745,58.287,0.3984
CRN-001,2026-03-23 12:16:42.284452,59.28,0.353,26.56,44.77,175.2,27.19,Normal,702,58.447,0.3795
CRN-001,2026-03-23 13:16:42.284452,58.81,0.466,34.0,49.5,176.4,28.18,Normal,744,58.476,0.38530000000000003
CRN-001,2026-03-23 14:16:42.284452,59.17,0.433,29.0,43.66,177.6,29.26,Normal,726,58.601,0.3908
CRN-001,2026-03-23 15:16:42.284452,59.05,0.354,18.17,36.41,178.8,29.71,Normal,738,58.815,0.3952
CRN-001,2026-03-23 16:16:42.284452,58.81,0.439,29.54,44.13,180.0,30.04,Normal,685,58.888,0.40469999999999995
CRN-001,2026-03-23 17:16:42.284452,59.54,0.5,29.95,48.03,181.2,29.74,Normal,678,59.010000000000005,0.41079999999999994
CRN-001,2026-03-23 18:16:42.284452,58.57,0.389,14.99,33.96,182.4,28.96,Normal,705,59.075,0.41080000000000005
CRN-001,2026-03-23 19:16:42.284452,59.27,0.349,21.68,39.67,183.6,28.47,Normal,754,59.153999999999996,0.4
CRN-001,2026-03-23 20:16:42.284452,58.39,0.372,26.99,44.51,184.8,27.32,Normal,676,59.062,0.40099999999999997
CRN-001,2026-03-23 21:16:42.284452,58.86,0.426,16.45,35.47,186.0,26.71,Normal,724,58.975,0.4081
CRN-001,2026-03-23 22:16:42.284452,58.9,0.55,20.03,38.67,187.2,24.88,Normal,753,58.937,0.42780000000000007
CRN-001,2026-03-23 23:16:42.284452,58.84,0.431,24.86,41.71,188.4,23.64,Normal,720,58.94,0.42429999999999995
CRN-001,2026-03-24 00:16:42.284452,59.51,0.458,33.98,48.91,189.6,22.37,Normal,652,58.974000000000004,0.42679999999999996
CRN-001,2026-03-24 01:16:42.284452,58.97,0.335,12.75,33.02,190.8,21.25,Normal,727,58.965999999999994,0.42489999999999994
CRN-001,2026-03-24 02:16:42.284452,58.76,0.432,36.19,49.78,192.0,20.65,Normal,691,58.961,0.4242
CRN-001,2026-03-24 03:16:42.284452,58.74,0.488,35.48,51.88,193.2,20.33,Normal,711,58.88099999999999,0.42299999999999993
CRN-001,2026-03-24 04:16:42.284452,57.57,0.446,15.42,34.77,194.4,19.99,Normal,650,58.781000000000006,0.42869999999999997
CRN-001,2026-03-24 05:16:42.284452,58.52,0.447,39.13,53.33,195.6,20.33,Normal,661,58.705999999999996,0.4385
CRN-001,2026-03-24 06:16:42.284452,58.83,0.427,19.57,37.82,196.8,20.66,Normal,692,58.75,0.44400000000000006
CRN-001,2026-03-24 07:16:42.284452,58.8,0.374,31.74,48.54,198.0,21.18,Normal,684,58.74400000000001,0.43879999999999997
CRN-001,2026-03-24 08:16:42.284452,58.47,0.499,19.56,38.34,199.2,22.46,Normal,674,58.701,0.4337
CRN-001,2026-03-24 09:16:42.284452,58.98,0.36,10.73,30.97,200.4,23.88,Normal,650,58.71500000000001,0.4266
CRN-001,2026-03-24 10:16:42.284452,59.5,0.402,24.4,42.93,201.6,25.02,Normal,672,58.71400000000001,0.421
CRN-001,2026-03-24 11:16:42.284452,59.28,0.344,32.13,45.66,202.8,26.48,Normal,713,58.745000000000005,0.42189999999999994
CRN-001,2026-03-24 12:16:42.284452,59.09,0.361,18.89,36.0,204.0,27.42,Normal,650,58.778000000000006,0.41479999999999995
CRN-001,2026-03-24 13:16:42.284452,58.71,0.376,38.5,53.36,205.2,28.15,Normal,649,58.775,0.40359999999999996
CRN-001,2026-03-24 14:16:42.284452,59.35,0.427,28.4,45.53,206.4,29.53,Normal,731,58.952999999999996,0.40170000000000006
CRN-001,2026-03-24 15:16:42.284452,60.33,0.352,15.3,34.07,207.6,30.06,Normal,699,59.134,0.3922
CRN-001,2026-03-24 16:16:42.284452,59.24,0.399,11.74,32.57,208.8,29.88,Normal,644,59.175,0.3894
CRN-001,2026-03-24 17:16:42.284452,58.93,0.471,14.62,35.1,210.0,29.75,Normal,732,59.188,0.39909999999999995
CRN-001,2026-03-24 18:16:42.284452,59.79,0.442,27.79,42.92,211.2,29.22,Normal,702,59.31999999999999,0.39339999999999997
CRN-001,2026-03-24 19:16:42.284452,59.48,0.414,13.89,33.76,212.4,28.37,Normal,731,59.36999999999999,0.3988
CRN-001,2026-03-24 20:16:42.284452,59.49,0.466,12.61,34.43,213.6,27.56,Normal,648,59.36899999999999,0.40519999999999995
CRN-001,2026-03-24 21:16:42.284452,58.55,0.477,24.88,41.34,214.8,25.94,Normal,647,59.29600000000001,0.4185
CRN-001,2026-03-24 22:16:42.284452,59.19,0.433,24.42,42.89,216.0,24.9,Normal,714,59.306,0.42569999999999997
CRN-001,2026-03-24 23:16:42.284452,59.17,0.501,26.97,42.95,217.2,23.95,Normal,689,59.352,0.4382
CRN-001,2026-03-25 00:16:42.284452,58.69,0.464,35.52,51.84,218.4,22.62,Normal,698,59.286,0.44190000000000007
CRN-001,2026-03-25 01:16:42.284452,59.13,0.461,30.4,47.48,219.6,21.55,Normal,648,59.166,0.4528
CRN-001,2026-03-25 02:16:42.284452,59.05,0.428,20.05,38.33,220.8,20.95,Normal,659,59.14699999999999,0.45569999999999994
CRN-001,2026-03-25 03:16:42.284452,58.9,0.457,25.22,42.87,222.0,20.03,Normal,692,59.144000000000005,0.45430000000000004
CRN-001,2026-03-25 04:16:42.284452,58.68,0.369,29.02,45.81,223.2,20.04,Normal,701,59.033,0.44699999999999995
CRN-001,2026-03-25 05:16:42.284452,58.82,0.451,26.24,42.84,224.4,20.47,Normal,677,58.967000000000006,0.4507
CRN-001,2026-03-25 06:16:42.284452,58.88,0.469,13.08,32.99,225.6,20.65,Normal,649,58.906000000000006,0.45099999999999996
CRN-001,2026-03-25 07:16:42.284452,59.04,0.429,31.25,46.74,226.8,21.5,Normal,690,58.955,0.44620000000000004
CRN-001,2026-03-25 08:16:42.284452,58.6,0.499,11.37,30.07,228.0,22.53,Normal,716,58.896,0.4528
CRN-001,2026-03-25 09:16:42.284452,58.83,0.433,33.11,46.62,229.2,23.78,Normal,712,58.862,0.446
CRN-001,2026-03-25 10:16:42.284452,60.15,0.368,14.91,31.57,230.4,24.89,Normal,706,59.007999999999996,0.4364
CRN-001,2026-03-25 11:16:42.284452,59.87,0.497,18.2,38.35,231.6,26.42,Normal,642,59.081999999999994,0.43999999999999995
CRN-001,2026-03-25 12:16:42.284452,59.46,0.534,21.93,39.14,232.8,27.63,Normal,707,59.123000000000005,0.4506
CRN-001,2026-03-25 13:16:42.284452,59.53,0.407,10.93,30.11,234.0,28.72,Normal,654,59.18599999999999,0.44560000000000005
CRN-001,2026-03-25 14:16:42.284452,60.4,0.439,39.05,54.55,235.2,29.08,Normal,665,59.358000000000004,0.45260000000000006
CRN-001,2026-03-25 15:16:42.284452,59.66,0.479,35.34,51.39,236.4,29.88,Normal,698,59.44199999999999,0.4554
CRN-001,2026-03-25 16:16:42.284452,60.47,0.454,33.9,50.1,237.6,30.13,Normal,695,59.601,0.4539000000000001
CRN-001,2026-03-25 17:16:42.284452,59.74,0.463,22.91,39.89,238.8,29.62,Normal,658,59.67100000000001,0.45730000000000004
CRN-001,2026-03-25 18:16:42.284452,59.03,0.452,18.07,36.03,240.0,29.32,Normal,666,59.714,0.4526
CRN-001,2026-03-25 19:16:42.284452,60.17,0.432,12.17,31.87,241.2,28.41,Normal,675,59.848,0.45249999999999996
CRN-001,2026-03-25 20:16:42.284452,58.37,0.367,30.85,47.28,242.4,27.41,Normal,665,59.669999999999995,0.4524
CRN-001,2026-03-25 21:16:42.284452,59.73,0.446,13.15,32.18,243.6,26.37,Normal,622,59.656000000000006,0.4473000000000001
CRN-001,2026-03-25 22:16:42.284452,58.79,0.523,26.79,44.92,244.8,25.0,Normal,637,59.589,0.4462
CRN-001,2026-03-25 23:16:42.284452,59.25,0.435,12.36,31.97,246.0,23.53,Normal,633,59.561,0.44899999999999995
CRN-001,2026-03-26 00:16:42.284452,58.98,0.539,34.02,50.55,247.2,22.3,Normal,612,59.419,0.45899999999999996
CRN-001,2026-03-26 01:16:42.284452,58.82,0.463,31.19,46.47,248.4,21.37,Normal,646,59.335,0.4574000000000001
CRN-001,2026-03-26 02:16:42.284452,58.66,0.485,31.42,47.96,249.6,20.68,Normal,604,59.153999999999996,0.46049999999999996
CRN-001,2026-03-26 03:16:42.284452,59.48,0.456,34.52,50.85,250.8,20.05,Normal,676,59.128,0.4598
CRN-001,2026-03-26 04:16:42.284452,58.64,0.538,12.45,32.85,252.0,20.42,Normal,670,59.089,0.46840000000000004
CRN-001,2026-03-26 05:16:42.284452,58.69,0.483,24.95,43.5,253.2,19.96,Normal,628,58.940999999999995,0.47350000000000003
CRN-001,2026-03-26 06:16:42.284452,59.29,0.455,15.99,35.18,254.4,21.02,Normal,673,59.033,0.48230000000000006
